No.,図形名,文字,UCS,文字,代替変換区分
722,GJ000722,􀟸,U+5C71,山,2
723,GJ000723,􀟺,U+518C,册,2
724,GJ000724,􀟾,U+4E00,一,2
725,GJ000725,􀟿,U+4E00,一,2
726,GJ000726,􀠂,U+9577,長,2
727,GJ000727,􀠃,U+4E00,一,2
728,GJ000728,􀠌,U+3402,㐂,1
729,GJ000729,􀠍,U+3402,㐂,1
730,GJ000730,􀠠,U+6240,所,1
731,GJ000731,􀠡,U+6240,所,1
732,GJ000732,􀠢,U+6240,所,1
733,GJ000733,􀠣,U+53E8,叨,2
734,GJ000734,􀠫,U+4E00,一,2
735,GJ000735,􀠸,U+3402,㐂,1
736,GJ000736,􀠺,U+4E1E,丞,1
737,GJ000737,􀠿,U+53B6,厶,2
738,GJ000738,􀡟,U+6B63,正,2
739,GJ000739,􀡡,U+6B63,正,2
740,GJ000740,􀡣,U+53B3,厳,1
741,GJ000741,􀡤,U+9E97,麗,1
742,GJ000742,􀡥,U+9E97,麗,1
743,GJ000743,􀡨,U+723E,爾,1
744,GJ000744,􀡩,U+723E,爾,1
745,GJ000745,􀡫,U+723E,爾,1
746,GJ000746,􀡭,U+723E,爾,1
747,GJ000747,􀡲,U+723E,爾,1
748,GJ000748,􀡳,U+6240,所,1
749,GJ000749,􀡴,U+6240,所,1
750,GJ000750,􀡿,U+65E6,旦,2
751,GJ000751,􀢈,U+4E9F,亟,1
752,GJ000752,􀢠,U+6240,所,1
753,GJ000753,􀢢,U+70BA,為,1
754,GJ000754,􀢥,U+6B63,正,2
755,GJ000755,􀢩,U+4E14,且,2
756,GJ000756,􀢫,U+6B63,正,2
757,GJ000757,􀢮,U+6771,東,2
758,GJ000758,􀢴,U+5468,周,2
759,GJ000759,􀢵,U+5468,周,2
760,GJ000760,􀢼,U+767E,百,2
761,GJ000761,􀣌,U+4E1E,丞,1
762,GJ000762,􀣐,U+4ECA,今,2
763,GJ000763,􀣒,U+624D,才,2
764,GJ000764,􀣓,U+4E0B,下,2
765,GJ000765,􀣕,U+6B63,正,2
766,GJ000766,􀣞,U+53E3,口,2
767,GJ000767,􀣟,U+66FE,曾,1
768,GJ000768,􀣫,U+4E45,久,2
769,GJ000769,􀣬,U+53CB,友,2
770,GJ000770,􀣮,U+4E94,五,2
771,GJ000771,􀣵,U+621E,戞,1
772,GJ000772,􀤈,U+20DE1,𠷡,1
773,GJ000773,􀤋,U+53F2,史,2
774,GJ000774,􀤎,U+5DE0,巠,2
775,GJ000775,􀤏,U+66F4,更,2
776,GJ000776,􀤖,U+20DE1,𠷡,1
777,GJ000777,􀤘,U+767E,百,2
778,GJ000778,􀤙,U+76F4,直,2
779,GJ000779,􀤡,U+53F2,史,2
780,GJ000780,􀤢,U+6676,晶,1
781,GJ000781,􀤣,U+51A8,冨,2
782,GJ000782,􀤤,U+864E,虎,2
783,GJ000783,􀤥,U+53F8,司,2
784,GJ000784,􀤦,U+4E14,且,2
785,GJ000785,􀤪,U+723E,爾,1
786,GJ000786,􀤬,U+723E,爾,1
787,GJ000787,􀤯,U+6714,朔,2
788,GJ000788,􀤰,U+6714,朔,2
789,GJ000789,􀤲,U+55E3,嗣,1
790,GJ000790,􀤸,U+55E3,嗣,1
791,GJ000791,􀤺,U+723E,爾,1
792,GJ000792,􀤿,U+7232,爲,2
793,GJ000793,􀥃,U+5E7F,广,2
794,GJ000794,􀥉,U+53CD,反,2
795,GJ000795,􀥌,U+7CFB,系,2
796,GJ000796,􀥏,U+96A8,隨,1
797,GJ000797,􀥡,U+66F8,書,1
798,GJ000798,􀥣,U+97CB,韋,1
799,GJ000799,􀥤,U+4E30,丰,2
800,GJ000800,􀥨,U+4E30,丰,1
801,GJ000801,􀥩,U+5316,化,1
802,GJ000802,􀥬,U+5FF0,忰,1
803,GJ000803,􀥯,U+4E94,五,2
804,GJ000804,􀥸,U+53C8,又,2
805,GJ000805,􀥹,U+53CE,収,1
806,GJ000806,􀥺,U+5FEB,快,1
807,GJ000807,􀥿,U+592E,央,2
808,GJ000808,􀦅,U+4E28,丨,2
809,GJ000809,􀦊,U+6052,恒,1
810,GJ000810,􀦎,U+5BFA,寺,2
811,GJ000811,􀦏,U+5404,各,2
812,GJ000812,􀦑,U+4F1A,会,2
813,GJ000813,􀦒,U+5408,合,2
814,GJ000814,􀦝,U+752B,甫,2
815,GJ000815,􀦦,U+5B5A,孚,2
816,GJ000816,􀦧,U+807F,聿,2
817,GJ000817,􀦭,U+5C06,将,1
818,GJ000818,􀦽,U+767D,白,2
819,GJ000819,􀧌,U+4F96,侖,2
820,GJ000820,􀧏,U+82F1,英,2
821,GJ000821,􀧝,U+535A,博,1
822,GJ000822,􀧪,U+901A,通,2
823,GJ000823,􀧿,U+5BC5,寅,2
824,GJ000824,􀨁,U+723D,爽,2
825,GJ000825,􀨛,U+4E3B,主,2
826,GJ000826,􀨨,U+4E4B,之,1
827,GJ000827,􀨬,U+4E36,丶,2
828,GJ000828,􀨮,U+4E36,丶,2
829,GJ000829,􀨲,U+4EBA,人,2
830,GJ000830,􀨵,U+309E,ゞ,1
831,GJ000831,􀨶,U+309E,ゞ,1
832,GJ000832,􀨷,U+309E,ゞ,1
833,GJ000833,􀨽,U+4E36,丶,2
834,GJ000834,􀨾,U+309E,ゞ,1
835,GJ000835,􀩁,U+4E4B,之,2
836,GJ000836,􀩌,U+6C38,永,2
837,GJ000837,􀩍,U+6C38,永,2
838,GJ000838,􀩜,U+6C38,永,2
839,GJ000839,􀩠,U+6B66,武,2
840,GJ000840,􀩡,U+53F8,司,2
841,GJ000841,􀩢,U+53EC,召,2
842,GJ000842,􀩣,U+5168,全,2
843,GJ000843,􀩤,U+73DE,珞,2
844,GJ000844,􀩮,U+82A1,芡,2
845,GJ000845,􀩯,U+5442,呂,2
846,GJ000846,􀩱,U+8099,肙,2
847,GJ000847,􀩲,U+514C,兌,2
848,GJ000848,􀩴,U+90CE,郎,1
849,GJ000849,􀩵,U+864E,虎,2
850,GJ000850,􀪀,U+4E55,乕,1
851,GJ000851,􀪅,U+5F61,彡,2
852,GJ000852,􀪇,U+4E3F,丿,2
853,GJ000853,􀪈,U+72AD,犭,2
854,GJ000854,􀪚,U+4E5D,九,2
855,GJ000855,􀪝,U+4E43,乃,2
856,GJ000856,􀪡,U+4E3F,丿,2
857,GJ000857,􀪫,U+571F,土,2
858,GJ000858,􀪯,U+697D,楽,1
859,GJ000859,􀪳,U+697D,楽,1
860,GJ000860,􀪴,U+697D,楽,1
861,GJ000861,􀪺,U+4E3F,丿,2
862,GJ000862,􀫁,U+4E45,久,1
863,GJ000863,􀫄,U+5347,升,1
864,GJ000864,􀫌,U+5E02,市,2
865,GJ000865,􀫎,U+4E45,久,2
866,GJ000866,􀫏,U+7ACB,立,2
867,GJ000867,􀫚,U+4E55,乕,2
868,GJ000868,􀫫,U+6731,朱,2
869,GJ000869,􀫱,U+5351,卑,2
870,GJ000870,􀫾,U+4E57,乗,1
871,GJ000871,􀬎,U+6589,斉,1
872,GJ000872,􀬐,U+5348,午,2
873,GJ000873,􀬒,U+4E45,久,2
874,GJ000874,􀬲,U+80E4,胤,1
875,GJ000875,􀭍,U+4E3F,丿,2
876,GJ000876,􀭎,U+6771,東,2
877,GJ000877,􀭒,U+53E3,口,2
878,GJ000878,􀭕,U+516B,八,2
879,GJ000879,􀭗,U+90F7,郷,1
880,GJ000880,􀭚,U+7680,皀,2
881,GJ000881,􀭿,U+79C9,秉,1
882,GJ000882,􀮁,U+80E4,胤,1
883,GJ000883,􀮋,U+91CD,重,1
884,GJ000884,􀮏,U+544A,告,2
885,GJ000885,􀮑,U+5E7A,幺,2
886,GJ000886,􀯃,U+8877,衷,2
887,GJ000887,􀯄,U+81E3,臣,2
888,GJ000888,􀯅,U+65E5,日,2
889,GJ000889,􀯈,U+80E4,胤,1
890,GJ000890,􀯍,U+53DA,叚,1
891,GJ000891,􀯏,U+53DA,叚,1
892,GJ000892,􀯑,U+80E4,胤,1
893,GJ000893,􀯔,U+80E4,胤,1
894,GJ000894,􀯖,U+5E74,年,2
895,GJ000895,􀯗,U+5317,北,2
896,GJ000896,􀯘,U+6B63,正,2
897,GJ000897,􀯞,U+5931,失,2
898,GJ000898,􀯟,U+5346,卆,2
899,GJ000899,􀯠,U+5346,卆,2
900,GJ000900,􀯢,U+4E57,乗,2
901,GJ000901,􀯬,U+54C1,品,2
902,GJ000902,􀯲,U+7CB2,粲,2
903,GJ000903,􀯳,U+54E1,員,2
904,GJ000904,􀯷,U+820A,舊,1
905,GJ000905,􀯸,U+5DE0,巠,2
906,GJ000906,􀰋,U+5B54,孔,1
907,GJ000907,􀰐,U+5343,千,2
908,GJ000908,􀰖,U+5317,北,1
909,GJ000909,􀰚,U+5C38,尸,2
910,GJ000910,􀰟,U+5346,卆,1
911,GJ000911,􀰠,U+4E3B,主,2
912,GJ000912,􀰢,U+4EC7,仇,1
913,GJ000913,􀰥,U+53F3,右,2
914,GJ000914,􀰦,U+6709,有,2
915,GJ000915,􀰧,U+8099,肙,2
916,GJ000916,􀰨,U+9F9C,龜,2
917,GJ000917,􀰬,U+4EC7,仇,1
918,GJ000918,􀰱,U+6C42,求,2
919,GJ000919,􀰲,U+4EC7,仇,1
920,GJ000920,􀰴,U+80E4,胤,1
921,GJ000921,􀰶,U+4EAB,享,2
922,GJ000922,􀰷,U+5409,吉,2
923,GJ000923,􀰹,U+8653,虓,1
924,GJ000924,􀰼,U+6B66,武,2
925,GJ000925,􀰽,U+65A4,斤,2
926,GJ000926,􀱄,U+8ECD,軍,2
927,GJ000927,􀱅,U+8ECD,軍,2
928,GJ000928,􀱆,U+5C30,尰,1
929,GJ000929,􀱉,U+4E82,亂,1
930,GJ000930,􀱌,U+58FD,壽,1
931,GJ000931,􀱍,U+4E5D,九,2
932,GJ000932,􀱎,U+58FD,壽,1
933,GJ000933,􀱏,U+4E5D,九,2
934,GJ000934,􀱐,U+79AE,禮,1
935,GJ000935,􀱒,U+518F,冏,2
936,GJ000936,􀱓,U+6689,暉,2
937,GJ000937,􀱜,U+5185,内,2
938,GJ000938,􀱝,U+4E01,丁,2
939,GJ000939,􀱠,U+627F,承,1
940,GJ000940,􀱡,U+53EF,可,2
941,GJ000941,􀱦,U+4EAB,享,2
942,GJ000942,􀱮,U+4E8C,二,2
943,GJ000943,􀱴,U+4E98,亘,1
944,GJ000944,􀱷,U+4E15,丕,1
945,GJ000945,􀱼,U+5DE8,巨,1
946,GJ000946,􀱽,U+4E9C,亜,1
947,GJ000947,􀱿,U+4E45,久,2
948,GJ000948,􀲃,U+8C46,豆,1
949,GJ000949,􀲇,U+81E3,臣,1
950,GJ000950,􀲈,U+81E3,臣,1
951,GJ000951,􀲓,U+8015,耕,1
952,GJ000952,􀲙,U+83F4,菴,1
953,GJ000953,􀲚,U+4E94,五,2
954,GJ000954,􀲛,U+4E94,五,2
955,GJ000955,􀲜,U+57F6,埶,1
956,GJ000956,􀲤,U+53E3,口,2
957,GJ000957,􀲳,U+53E3,口,2
958,GJ000958,􀲴,U+53E3,口,2
959,GJ000959,􀳑,U+4E14,且,2
960,GJ000960,􀳒,U+4E98,亘,2
961,GJ000961,􀳓,U+4EA5,亥,1
962,GJ000962,􀳛,U+58EF,壯,2
963,GJ000963,􀳞,U+516D,六,2
964,GJ000964,􀳬,U+4EAB,享,1
965,GJ000965,􀳭,U+5BF8,寸,2
966,GJ000966,􀳹,U+652F,支,1
967,GJ000967,􀳼,U+4EAC,京,2
968,GJ000968,􀳾,U+7537,男,2
969,GJ000969,􀳿,U+8C46,豆,2
970,GJ000970,􀴃,U+4EA6,亦,2
971,GJ000971,􀴄,U+4EA2,亢,2
972,GJ000972,􀴈,U+4E86,了,2
973,GJ000973,􀴉,U+5352,卒,1
974,GJ000974,􀴗,U+5F73,彳,2
975,GJ000975,􀴘,U+6613,易,2
976,GJ000976,􀴡,U+5408,合,2
977,GJ000977,􀴷,U+4EAB,享,1
978,GJ000978,􀴸,U+91CD,重,1
979,GJ000979,􀴼,U+516D,六,2
980,GJ000980,􀴿,U+4EA0,亠,2
981,GJ000981,􀵀,U+624D,才,2
982,GJ000982,􀵅,U+5B73,孳,1
983,GJ000983,􀵌,U+4E01,丁,2
984,GJ000984,􀵍,U+4E01,丁,2
985,GJ000985,􀵏,U+4EAB,享,2
986,GJ000986,􀵐,U+591C,夜,2
987,GJ000987,􀵗,U+53EF,可,2
988,GJ000988,􀵝,U+595F,奟,1
989,GJ000989,􀵢,U+4EA6,亦,2
990,GJ000990,􀵣,U+9DF9,鷹,1
991,GJ000991,􀵥,U+6C36,氶,2
992,GJ000992,􀵧,U+5442,呂,2
993,GJ000993,􀵴,U+8B8A,變,1
994,GJ000994,􀵸,U+8F9B,辛,2
995,GJ000995,􀵿,U+898B,見,2
996,GJ000996,􀶀,U+6B66,武,2
997,GJ000997,􀶁,U+6210,成,2
998,GJ000998,􀶃,U+5E40,幀,1
999,GJ000999,􀶄,U+6590,斐,1
1000,GJ001000,􀶉,U+96CD,雍,1
1001,GJ001001,􀶊,U+826F,良,2
1002,GJ001002,􀶋,U+57F7,執,2
1003,GJ001003,􀶌,U+8912,褒,1
1004,GJ001004,􀶏,U+5EB8,庸,1
1005,GJ001005,􀶒,U+96CD,雍,1
1006,GJ001006,􀶓,U+5EB8,庸,1
1007,GJ001007,􀶘,U+767D,白,2
1008,GJ001008,􀶣,U+71EE,燮,1
1009,GJ001009,􀶥,U+67D0,某,2
1010,GJ001010,􀶧,U+5FC3,心,2
1011,GJ001011,􀶪,U+71EE,燮,1
1012,GJ001012,􀶳,U+8B8A,變,1
1013,GJ001013,􀶴,U+7387,率,1
1014,GJ001014,􀶷,U+8A00,言,2
1015,GJ001015,􀶹,U+91D1,金,2
1016,GJ001016,􀷀,U+8B8A,變,1
1017,GJ001017,􀷁,U+6587,文,2
1018,GJ001018,􀷄,U+5EFE,廾,2
1019,GJ001019,􀷆,U+71EE,燮,1
1020,GJ001020,􀷎,U+96CD,雍,2
1021,GJ001021,􀷐,U+6C3A,氺,2
1022,GJ001022,􀷒,U+71EE,燮,1
1023,GJ001023,􀷗,U+96CD,雍,2
1024,GJ001024,􀷘,U+4EAB,享,2
1025,GJ001025,􀷚,U+8D0F,贏,1
1026,GJ001026,􀷟,U+947E,鑾,1
1027,GJ001027,􀷨,U+947E,鑾,1
1028,GJ001028,􀷬,U+4EE4,令,1
1029,GJ001029,􀷮,U+4EE4,令,1
1030,GJ001030,􀸃,U+4EBB,亻,2
1031,GJ001031,􀸌,U+4F11,休,2
1032,GJ001032,􀸏,U+4E5A,乚,2
1033,GJ001033,􀸣,U+5104,億,1
1034,GJ001034,􀸤,U+4EC1,仁,2
1035,GJ001035,􀸱,U+4E2A,个,1
1036,GJ001036,􀸶,U+4EDD,仝,1
1037,GJ001037,􀸼,U+5206,分,1
1038,GJ001038,􀹂,U+4EDE,仞,2
1039,GJ001039,􀹈,U+7AF9,竹,1
1040,GJ001040,􀹊,U+7AF9,竹,1
1041,GJ001041,􀹌,U+4EFF,仿,2
1042,GJ001042,􀹍,U+4F0B,伋,2
1043,GJ001043,􀹎,U+5342,卂,2
1044,GJ001044,􀹏,U+51E2,凢,2
1045,GJ001045,􀹐,U+4EBB,亻,2
1046,GJ001046,􀹔,U+30AD,キ,2
1047,GJ001047,􀹕,U+30AD,キ,2
1048,GJ001048,􀹖,U+4ED0,仐,2
1049,GJ001049,􀹜,U+4E5F,也,2
1050,GJ001050,􀹠,U+5DF3,巳,2
1051,GJ001051,􀹢,U+5C39,尹,2
1052,GJ001052,􀹣,U+4EBA,人,2
1053,GJ001053,􀹥,U+4EBB,亻,2
1054,GJ001054,􀹴,U+4F50,佐,1
1055,GJ001055,􀹼,U+5915,夕,2
1056,GJ001056,􀺆,U+5186,円,2
1057,GJ001057,􀺈,U+4F0A,伊,1
1058,GJ001058,􀺓,U+4F3C,似,1
1059,GJ001059,􀺚,U+4ED5,仕,2
1060,GJ001060,􀺤,U+4E12,丒,2
1061,GJ001061,􀺪,U+4EDD,仝,2
1062,GJ001062,􀺬,U+4E88,予,2
1063,GJ001063,􀺯,U+5185,内,2
1064,GJ001064,􀺰,U+FA30,侮,1
1065,GJ001065,􀺵,U+4EFD,份,1
1066,GJ001066,􀺹,U+4F50,佐,1
1067,GJ001067,􀻉,U+5143,元,2
1068,GJ001068,􀻋,U+592A,太,2
1069,GJ001069,􀻒,U+5049,偉,1
1070,GJ001070,􀻖,U+4F1D,伝,1
1071,GJ001071,􀻜,U+502B,倫,1
1072,GJ001072,􀻞,U+6587,文,2
1073,GJ001073,􀻡,U+53B7,厷,2
1074,GJ001074,􀻢,U+516D,六,2
1075,GJ001075,􀻣,U+5316,化,2
1076,GJ001076,􀻥,U+5E00,帀,2
1077,GJ001077,􀻦,U+6B62,止,2
1078,GJ001078,􀻪,U+5141,允,2
1079,GJ001079,􀻫,U+5141,允,2
1080,GJ001080,􀻬,U+4F2F,伯,2
1081,GJ001081,􀻮,U+4E45,久,2
1082,GJ001082,􀻯,U+4E45,久,2
1083,GJ001083,􀻷,U+5EFE,廾,2
1084,GJ001084,􀻻,U+58EC,壬,2
1085,GJ001085,􀻽,U+4F11,休,2
1086,GJ001086,􀻾,U+4EBB,亻,2
1087,GJ001087,􀻿,U+5F0D,弍,2
1088,GJ001088,􀼁,U+4EDD,仝,2
1089,GJ001089,􀼂,U+4E43,乃,2
1090,GJ001090,􀼃,U+529F,功,2
1091,GJ001091,􀼈,U+53B6,厶,2
1092,GJ001092,􀼉,U+53E3,口,2
1093,GJ001093,􀼍,U+5916,外,2
1094,GJ001094,􀼑,U+6B20,欠,1
1095,GJ001095,􀼒,U+6B20,欠,1
1096,GJ001096,􀼖,U+4EF1,仱,1
1097,GJ001097,􀼙,U+4F03,伃,1
1098,GJ001098,􀼛,U+4F50,佐,1
1099,GJ001099,􀼜,U+4F5A,佚,1
1100,GJ001100,􀼞,U+5937,夷,1
1101,GJ001101,􀼳,U+6C38,永,2
1102,GJ001102,􀼵,U+6538,攸,1
1103,GJ001103,􀼶,U+4EF0,仰,1
1104,GJ001104,􀼸,U+5F83,徃,2
1105,GJ001105,􀼺,U+76BF,皿,2
1106,GJ001106,􀼻,U+76BF,皿,2
1107,GJ001107,􀼼,U+56DB,四,2
1108,GJ001108,􀼾,U+4F11,休,2
1109,GJ001109,􀼿,U+5F18,弘,2
1110,GJ001110,􀽀,U+5F61,彡,2
1111,GJ001111,􀽂,U+4F47,佇,1
1112,GJ001112,􀽊,U+4FCA,俊,1
1113,GJ001113,􀽌,U+4F7C,佼,1
1114,GJ001114,􀽎,U+65B9,方,2
1115,GJ001115,􀽐,U+53EC,召,2
1116,GJ001116,􀽒,U+571F,土,2
1117,GJ001117,􀽔,U+65E5,日,2
1118,GJ001118,􀽖,U+4EBB,亻,2
1119,GJ001119,􀽛,U+58EC,壬,2
1120,GJ001120,􀽟,U+5215,刕,2
1121,GJ001121,􀽠,U+4E2D,中,2
1122,GJ001122,􀽡,U+4EBB,亻,2
1123,GJ001123,􀽤,U+4E5F,也,2
1124,GJ001124,􀽥,U+571F,土,2
1125,GJ001125,􀽧,U+591B,夛,2
1126,GJ001126,􀽨,U+5973,女,2
1127,GJ001127,􀽩,U+5FC3,心,2
1128,GJ001128,􀽫,U+7AF9,竹,2
1129,GJ001129,􀽯,U+5E84,庄,2
1130,GJ001130,􀽰,U+6C34,水,2
1131,GJ001131,􀽱,U+6B20,欠,2
1132,GJ001132,􀽵,U+4ECE,从,2
1133,GJ001133,􀾁,U+4F47,佇,1
1134,GJ001134,􀾓,U+4FCA,俊,1
1135,GJ001135,􀾠,U+5109,儉,1
1136,GJ001136,􀾢,U+4F5C,作,1
1137,GJ001137,􀾲,U+4F46,但,2
1138,GJ001138,􀾴,U+5728,在,2
1139,GJ001139,􀾵,U+821B,舛,2
1140,GJ001140,􀾶,U+65E9,早,2
1141,GJ001141,􀾷,U+540E,后,2
1142,GJ001142,􀾾,U+4FE3,俣,1
1143,GJ001143,􀿀,U+6587,文,2
1144,GJ001144,􀿂,U+4E32,串,2
1145,GJ001145,􀿃,U+516D,六,2
1146,GJ001146,􀿄,U+519D,冝,2
1147,GJ001147,􀿇,U+53E3,口,2
1148,GJ001148,􀿈,U+4EBB,亻,2
1149,GJ001149,􀿉,U+342C,㐬,2
1150,GJ001150,􀿊,U+79BE,禾,2
1151,GJ001151,􀿌,U+4E19,丙,2
1152,GJ001152,􀿍,U+5FC3,心,2
1153,GJ001153,􀿎,U+5FDC,応,2
1154,GJ001154,􀿐,U+501C,倜,2
1155,GJ001155,􀿗,U+4FCA,俊,1
1156,GJ001156,􀿙,U+5929,天,2
1157,GJ001157,􀿚,U+5F6C,彬,1
1158,GJ001158,􀿞,U+4E19,丙,2
1159,GJ001159,􀿟,U+4E3B,主,2
1160,GJ001160,􀿧,U+8099,肙,2
1161,GJ001161,􀿨,U+76EE,目,2
1162,GJ001162,􀿪,U+7C73,米,2
1163,GJ001163,􀿫,U+52AA,努,2
1164,GJ001164,􀿬,U+5FCD,忍,2
1165,GJ001165,􀿱,U+5723,圣,2
1166,GJ001166,􀿲,U+76BF,皿,2
1167,GJ001167,􀿸,U+5404,各,2
1168,GJ001168,􀿹,U+4F6C,佬,1
1169,GJ001169,􀿻,U+4F7D,佽,1
1170,GJ001170,􅀫,U+9F8D,龍,1
1171,GJ001171,􅀭,U+5009,倉,1
1172,GJ001172,􅀾,U+5039,倹,1
1173,GJ001173,􅀿,U+5016,倖,2
1174,GJ001174,􅁁,U+79C0,秀,2
1175,GJ001175,􅁃,U+6210,成,2
1176,GJ001176,􅁄,U+52A9,助,1
1177,GJ001177,􅁆,U+5B8F,宏,2
1178,GJ001178,􅁇,U+514B,克,2
1179,GJ001179,􅁈,U+5225,別,1
1180,GJ001180,􅁍,U+4E3B,主,2
1181,GJ001181,􅁔,U+751F,生,2
1182,GJ001182,􅁕,U+52A0,加,2
1183,GJ001183,􅁖,U+5B5F,孟,2
1184,GJ001184,􅁙,U+77E2,矢,2
1185,GJ001185,􅁛,U+77E2,矢,2
1186,GJ001186,􅁜,U+4E45,久,2
1187,GJ001187,􅁝,U+4FCA,俊,1
1188,GJ001188,􅁢,U+4FCA,俊,1
1189,GJ001189,􅁣,U+5144,兄,2
1190,GJ001190,􅁥,U+767D,白,2
1191,GJ001191,􅁪,U+4F73,佳,2
1192,GJ001192,􅁬,U+591C,夜,2
1193,GJ001193,􅁱,U+8302,茂,2
1194,GJ001194,􅁳,U+4F6F,佯,2
1195,GJ001195,􅁵,U+660E,明,2
1196,GJ001196,􅁶,U+52FF,勿,2
1197,GJ001197,􅁸,U+4EBB,亻,2
1198,GJ001198,􅁹,U+5317,北,2
1199,GJ001199,􅁺,U+4F0A,伊,2
1200,GJ001200,􅁻,U+4F0A,伊,2
1201,GJ001201,􅁼,U+5DF4,巴,2
1202,GJ001202,􅁾,U+4F0A,伊,1
1203,GJ001203,􅂁,U+5774,坴,2
1204,GJ001204,􅂈,U+4FA0,侠,1
1205,GJ001205,􅂋,U+4F59,余,2
1206,GJ001206,􅂑,U+4EBB,亻,2
1207,GJ001207,􅂟,U+505C,停,1
1208,GJ001208,􅂯,U+70CB,烋,1
1209,GJ001209,􅂲,U+8129,脩,1
1210,GJ001210,􅂶,U+8129,脩,1
1211,GJ001211,􅃁,U+5FF5,念,2
1212,GJ001212,􅃋,U+79C0,秀,2
1213,GJ001213,􅃌,U+59BB,妻,2
1214,GJ001214,􅃏,U+5B9A,定,2
1215,GJ001215,􅃐,U+5115,儕,1
1216,GJ001216,􅃕,U+547D,命,2
1217,GJ001217,􅃖,U+5B9C,宜,2
1218,GJ001218,􅃘,U+5FE0,忠,2
1219,GJ001219,􅃙,U+82B1,花,2
1220,GJ001220,􅃜,U+4EAB,享,2
1221,GJ001221,􅃝,U+50AA,傪,1
1222,GJ001222,􅃞,U+5B66,学,2
1223,GJ001223,􅃟,U+54A2,咢,2
1224,GJ001224,􅃨,U+8129,脩,1
1225,GJ001225,􅃪,U+6708,月,2
1226,GJ001226,􅃬,U+670B,朋,2
1227,GJ001227,􅃭,U+7F8E,美,2
1228,GJ001228,􅃮,U+7F8E,美,2
1229,GJ001229,􅃯,U+8C9D,貝,2
1230,GJ001230,􅃵,U+67A1,枡,2
1231,GJ001231,􅃷,U+77E2,矢,2
1232,GJ001232,􅃸,U+4EBB,亻,2
1233,GJ001233,􅃹,U+751F,生,2
1234,GJ001234,􅃼,U+52C7,勇,2
1235,GJ001235,􅃽,U+7537,男,2
1236,GJ001236,􅃾,U+52C7,勇,2
1237,GJ001237,􅄀,U+8332,茲,2
1238,GJ001238,􅄁,U+4E0A,上,2
1239,GJ001239,􅄂,U+77E2,矢,2
1240,GJ001240,􅄃,U+90C1,郁,2
1241,GJ001241,􅄇,U+53CB,友,2
1242,GJ001242,􅄌,U+767D,白,2
1243,GJ001243,􅄏,U+5950,奐,2
1244,GJ001244,􅄑,U+571F,土,2
1245,GJ001245,􅄔,U+572D,圭,2
1246,GJ001246,􅄕,U+4E88,予,2
1247,GJ001247,􅄚,U+5B50,子,2
1248,GJ001248,􅄝,U+7C73,米,2
1249,GJ001249,􅄦,U+8A98,誘,1
1250,GJ001250,􅄩,U+346A,㑪,1
1251,GJ001251,􅄫,U+4FDF,俟,1
1252,GJ001252,􅄴,U+5047,假,1
1253,GJ001253,􅅄,U+504F,偏,1
1254,GJ001254,􅅆,U+5065,健,1
1255,GJ001255,􅅔,U+5099,備,1
1256,GJ001256,􅅗,U+50E5,僥,1
1257,GJ001257,􅅙,U+5D14,崔,1
1258,GJ001258,􅅛,U+8129,脩,1
1259,GJ001259,􅅟,U+8129,脩,1
1260,GJ001260,􅅭,U+6241,扁,2
1261,GJ001261,􅅮,U+54E1,員,2
1262,GJ001262,􅅯,U+6708,月,2
1263,GJ001263,􅅰,U+6708,月,2
1264,GJ001264,􅅲,U+90CE,郎,2
1265,GJ001265,􅅳,U+661F,星,2
1266,GJ001266,􅅴,U+660E,明,2
1267,GJ001267,􅅶,U+5FAD,徭,1
1268,GJ001268,􅅼,U+6B21,次,2
1269,GJ001269,􅆁,U+820E,舎,2
1270,GJ001270,􅆃,U+7F52,罒,2
1271,GJ001271,􅆄,U+502D,倭,2
1272,GJ001272,􅆅,U+66FB,曻,2
1273,GJ001273,􅆆,U+4EBB,亻,2
1274,GJ001274,􅆇,U+77E2,矢,2
1275,GJ001275,􅆌,U+6728,木,2
1276,GJ001276,􅆍,U+5902,夂,2
1277,GJ001277,􅆏,U+6708,月,2
1278,GJ001278,􅆒,U+5957,套,2
1279,GJ001279,􅆖,U+901A,通,2
1280,GJ001280,􅆗,U+9022,逢,2
1281,GJ001281,􅆙,U+9020,造,2
1282,GJ001282,􅆜,U+4F2F,伯,2
1283,GJ001283,􅆝,U+4ECE,从,2
1284,GJ001284,􅆡,U+23D0E,𣴎,2
1285,GJ001285,􅆣,U+82B1,花,1
1286,GJ001286,􅆤,U+5BF8,寸,2
1287,GJ001287,􅆥,U+6708,月,2
1288,GJ001288,􅆬,U+5047,假,1
1289,GJ001289,􅆯,U+5047,假,1
1290,GJ001290,􅇒,U+50B3,傳,1
1291,GJ001291,􅇔,U+50B3,傳,1
1292,GJ001292,􅇠,U+96CB,雋,1
1293,GJ001293,􅇽,U+66FB,曻,2
1294,GJ001294,􅈅,U+5049,偉,1
1295,GJ001295,􅈇,U+5BC4,寄,2
1296,GJ001296,􅈍,U+5078,偸,1
1297,GJ001297,􅈎,U+8C9E,貞,2
1298,GJ001298,􅈏,U+5E38,常,1
1299,GJ001299,􅈐,U+4E94,五,2
1300,GJ001300,􅈓,U+8C9D,貝,2
1301,GJ001301,􅈔,U+90FD,都,2
